id_distribuidor,resultado_txt,monto_autorizado,tasa_minima,tasa_sugerida,probabilidad,grupo_riesgo,fecha,hora,revisar_edad,revisar_capacidad_pago,fecha_consulta,sucursal
153000,"No existe un intervalo factible, se rechaza el crédito
El pago mínimo necesario para tener una rentabilidad del 40% es de: 397.73",0,0,0,0.2198,Canasta 4,2024-02-19,16:20,False,False,2023-08-29 15:22:09,TEXCOCO
153001,"No existe un intervalo factible, se rechaza el crédito
Su capacidad de pago no asegura tener una rentabilidad del 40%
El pago semanal mínimo es de 358.78 (con rentabilidad de -39.37%) y se tiene capacidad hasta 540.0
La rentabilidad máx alcanzada es de 31.45% (con pago de 406.60) y se tiene como objetivo 40.0%",0,0,0,0.4429,Canasta 7,2024-02-19,16:20,False,False,2023-08-29 15:20:47,TEXCOCO
153018,"Tasa anual sugerida es de 112% con rentabilidad: 47.26% y pagando 689.31
Tasa anual mínima posible es de 100% con rentabilidad: 40.56% y pagando 675.03",9000,100,112,0.1743,Canasta 3,2024-02-19,16:20,False,False,2023-08-29 15:20:18,TEXCOCO
153018,"Tasa anual sugerida es de 147% con rentabilidad: 58.90% y pagando 650.56
Tasa anual mínima posible es de 105% con rentabilidad: 40.03% y pagando 603.19",8000,105,147,0.1743,Canasta 3,2024-02-19,16:20,False,False,2023-08-29 15:20:18,TEXCOCO
153018,"Tasa anual sugerida es de 147% con rentabilidad: 56.82% y pagando 569.24
Tasa anual mínima posible es de 110% con rentabilidad: 40.07% y pagando 532.41",7000,110,147,0.1743,Canasta 3,2024-02-19,16:20,False,False,2023-08-29 15:20:18,TEXCOCO
153018,"Tasa anual sugerida es de 147% con rentabilidad: 54.05% y pagando 487.92
Tasa anual mínima posible es de 115% con rentabilidad: 40.32% y pagando 461.94",6000,115,147,0.1743,Canasta 3,2024-02-19,16:20,False,False,2023-08-29 15:20:18,TEXCOCO
153018,"Tasa anual sugerida es de 147% con rentabilidad: 50.18% y pagando 406.60
Tasa anual mínima posible es de 127% con rentabilidad: 40.25% y pagando 390.97",5000,127,147,0.1743,Canasta 3,2024-02-19,16:20,False,False,2023-08-29 15:20:18,TEXCOCO
159607,"No existe un intervalo factible, se rechaza el crédito
Su capacidad de pago no asegura tener una rentabilidad del 40%
El pago semanal mínimo es de 358.78 (con rentabilidad de -71.26%) y se tiene capacidad hasta 460.0
La rentabilidad máx alcanzada es de 15.77% (con pago de 406.60) y se tiene como objetivo 40.0%",0,0,0,0.6612,Canasta 9,2024-02-19,16:20,False,False,2024-01-30 16:08:42,ORIZABA
158627,"No existe un intervalo factible, se rechaza el crédito
Su capacidad de pago no asegura tener una rentabilidad del 40%
El pago semanal mínimo es de 358.78 (con rentabilidad de -71.26%) y se tiene capacidad hasta 1000.0
La rentabilidad máx alcanzada es de 15.77% (con pago de 406.60) y se tiene como objetivo 40.0%",0,0,0,0.7964,Canasta 9,2024-02-19,16:20,False,False,2023-07-18 19:41:10,ORIZABA
159328,"No existe un intervalo factible, se rechaza el crédito
Su capacidad de pago no asegura tener una rentabilidad del 40%
El pago semanal mínimo es de 358.78 (con rentabilidad de -106.01%) y se tiene capacidad hasta 880.0
La rentabilidad máx alcanzada es de -1.32% (con pago de 406.60) y se tiene como objetivo 40.0%",0,0,0,0.8353,Canasta 10,2024-02-19,16:20,False,False,2023-07-25 18:41:21,ORIZABA
159332,"No existe un intervalo factible, se rechaza el crédito
Su capacidad de pago no asegura tener una rentabilidad del 40%
El pago semanal mínimo es de 358.78 (con rentabilidad de -106.01%) y se tiene capacidad hasta 1000.0
La rentabilidad máx alcanzada es de -1.32% (con pago de 406.60) y se tiene como objetivo 40.0%",0,0,0,0.9293,Canasta 10,2024-02-19,16:20,False,False,2023-07-25 19:58:47,ORIZABA
159373,"Tasa anual sugerida es de 147% con rentabilidad: 57.33% y pagando 813.20
Tasa anual mínima posible es de 110% con rentabilidad: 40.19% y pagando 759.27",10000,110,147,0.2504,Canasta 4,2024-02-19,16:20,False,False,2023-07-25 23:29:06,ORIZABA
159373,"Tasa anual sugerida es de 147% con rentabilidad: 56.04% y pagando 731.88
Tasa anual mínima posible es de 110% con rentabilidad: 40.15% y pagando 686.92",9000,110,147,0.2504,Canasta 4,2024-02-19,16:20,False,False,2023-07-25 23:29:06,ORIZABA
159373,"Tasa anual sugerida es de 147% con rentabilidad: 54.43% y pagando 650.56
Tasa anual mínima posible es de 115% con rentabilidad: 40.25% y pagando 614.85",8000,115,147,0.2504,Canasta 4,2024-02-19,16:20,False,False,2023-07-25 23:29:06,ORIZABA
159373,"Tasa anual sugerida es de 147% con rentabilidad: 52.35% y pagando 569.24
Tasa anual mínima posible es de 120% con rentabilidad: 40.31% y pagando 542.67",7000,120,147,0.2504,Canasta 4,2024-02-19,16:20,False,False,2023-07-25 23:29:06,ORIZABA
159373,"Tasa anual sugerida es de 147% con rentabilidad: 49.58% y pagando 487.92
Tasa anual mínima posible es de 127% con rentabilidad: 40.05% y pagando 469.97",6000,127,147,0.2504,Canasta 4,2024-02-19,16:20,False,False,2023-07-25 23:29:06,ORIZABA
159373,"Tasa anual sugerida es de 147% con rentabilidad: 45.70% y pagando 406.60
Tasa anual mínima posible es de 137% con rentabilidad: 40.05% y pagando 397.73",5000,137,147,0.2504,Canasta 4,2024-02-19,16:20,False,False,2023-07-25 23:29:06,ORIZABA
154946,"Tasa anual sugerida es de 127% con rentabilidad: 54.29% y pagando 706.17
Tasa anual mínima posible es de 100% con rentabilidad: 40.38% y pagando 672.67",9000,100,127,0.1387,Canasta 2,2024-02-19,16:20,False,False,2023-06-24 18:17:32,CHIMALHUACAN 2
154946,"Tasa anual sugerida es de 147% con rentabilidad: 59.61% y pagando 650.56
Tasa anual mínima posible es de 105% con rentabilidad: 40.46% y pagando 602.13",8000,105,147,0.1387,Canasta 2,2024-02-19,16:20,False,False,2023-06-24 18:17:32,CHIMALHUACAN 2
154946,"Tasa anual sugerida es de 147% con rentabilidad: 57.53% y pagando 569.24
Tasa anual mínima posible es de 110% con rentabilidad: 40.47% y pagando 531.49",7000,110,147,0.1387,Canasta 2,2024-02-19,16:20,False,False,2023-06-24 18:17:32,CHIMALHUACAN 2
154946,"Tasa anual sugerida es de 147% con rentabilidad: 54.76% y pagando 487.92
Tasa anual mínima posible es de 115% con rentabilidad: 40.14% y pagando 460.34",6000,115,147,0.1387,Canasta 2,2024-02-19,16:20,False,False,2023-06-24 18:17:32,CHIMALHUACAN 2
154946,"Tasa anual sugerida es de 147% con rentabilidad: 50.89% y pagando 406.60
Tasa anual mínima posible es de 122% con rentabilidad: 40.08% y pagando 389.63",5000,122,147,0.1387,Canasta 2,2024-02-19,16:20,False,False,2023-06-24 18:17:32,CHIMALHUACAN 2
155615,"Tasa anual sugerida es de 147% con rentabilidad: 52.67% y pagando 484.63
Tasa anual mínima posible es de 115% con rentabilidad: 40.32% y pagando 461.94",6000,115,147,0.2099,Canasta 3,2024-02-19,16:20,False,False,2023-06-19 16:49:18,CHIMALHUACAN 2
155615,"Tasa anual sugerida es de 147% con rentabilidad: 50.18% y pagando 406.60
Tasa anual mínima posible es de 127% con rentabilidad: 40.25% y pagando 390.97",5000,127,147,0.2099,Canasta 3,2024-02-19,16:20,False,False,2023-06-19 16:49:18,CHIMALHUACAN 2
155767,"Tasa anual sugerida es de 147% con rentabilidad: 43.76% y pagando 569.24
Tasa anual mínima posible es de 142% con rentabilidad: 40.29% y pagando 561.58",7000,142,147,0.3983,Canasta 6,2024-02-19,16:20,False,False,2023-06-20 19:27:24,CHALCO
155767,"Tasa anual sugerida es de 147% con rentabilidad: 41.00% y pagando 487.92
Tasa anual mínima posible es de 147% con rentabilidad: 40.12% y pagando 486.27",6000,147,147,0.3983,Canasta 6,2024-02-19,16:20,False,False,2023-06-20 19:27:24,CHALCO
155779,"Tasa anual sugerida es de 147% con rentabilidad: 43.08% y pagando 813.20
Tasa anual mínima posible es de 142% con rentabilidad: 40.03% y pagando 803.62",10000,142,147,0.4798,Canasta 7,2024-02-19,16:20,False,False,2023-06-20 19:28:27,CHALCO
155779,"Tasa anual sugerida es de 147% con rentabilidad: 41.79% y pagando 731.88
Tasa anual mínima posible es de 147% con rentabilidad: 40.04% y pagando 726.95",9000,147,147,0.4798,Canasta 7,2024-02-19,16:20,False,False,2023-06-20 19:28:27,CHALCO
155779,"Tasa anual sugerida es de 147% con rentabilidad: 40.17% y pagando 650.56
Tasa anual mínima posible es de 147% con rentabilidad: 40.17% y pagando 650.56",8000,147,147,0.4798,Canasta 7,2024-02-19,16:20,False,False,2023-06-20 19:28:27,CHALCO
155780,"Tasa anual sugerida es de 147% con rentabilidad: 61.81% y pagando 813.20
Tasa anual mínima posible es de 100% con rentabilidad: 40.64% y pagando 746.09",10000,100,147,0.1747,Canasta 3,2024-02-19,16:20,False,False,2023-06-20 19:30:19,CHALCO
155780,"Tasa anual sugerida es de 147% con rentabilidad: 60.51% y pagando 731.88
Tasa anual mínima posible es de 100% con rentabilidad: 40.56% y pagando 675.03",9000,100,147,0.1747,Canasta 3,2024-02-19,16:20,False,False,2023-06-20 19:30:19,CHALCO
155780,"Tasa anual sugerida es de 147% con rentabilidad: 58.90% y pagando 650.56
Tasa anual mínima posible es de 105% con rentabilidad: 40.03% y pagando 603.19",8000,105,147,0.1747,Canasta 3,2024-02-19,16:20,False,False,2023-06-20 19:30:19,CHALCO
155780,"Tasa anual sugerida es de 147% con rentabilidad: 56.82% y pagando 569.24
Tasa anual mínima posible es de 110% con rentabilidad: 40.07% y pagando 532.41",7000,110,147,0.1747,Canasta 3,2024-02-19,16:20,False,False,2023-06-20 19:30:19,CHALCO
155780,"Tasa anual sugerida es de 147% con rentabilidad: 54.05% y pagando 487.92
Tasa anual mínima posible es de 115% con rentabilidad: 40.32% y pagando 461.94",6000,115,147,0.1747,Canasta 3,2024-02-19,16:20,False,False,2023-06-20 19:30:19,CHALCO
155780,"Tasa anual sugerida es de 147% con rentabilidad: 50.18% y pagando 406.60
Tasa anual mínima posible es de 127% con rentabilidad: 40.25% y pagando 390.97",5000,127,147,0.1747,Canasta 3,2024-02-19,16:20,False,False,2023-06-20 19:30:19,CHALCO
155781,"Tasa anual sugerida es de 115% con rentabilidad: 47.54% y pagando 615.91
Tasa anual mínima posible es de 105% con rentabilidad: 40.46% y pagando 602.13",8000,105,115,0.1163,Canasta 2,2024-02-19,16:20,True,False,,
155781,"Tasa anual sugerida es de 147% con rentabilidad: 57.53% y pagando 569.24
Tasa anual mínima posible es de 110% con rentabilidad: 40.47% y pagando 531.49",7000,110,147,0.1163,Canasta 2,2024-02-19,16:20,True,False,,
155781,"Tasa anual sugerida es de 147% con rentabilidad: 54.76% y pagando 487.92
Tasa anual mínima posible es de 115% con rentabilidad: 40.14% y pagando 460.34",6000,115,147,0.1163,Canasta 2,2024-02-19,16:20,True,False,,
155781,"Tasa anual sugerida es de 147% con rentabilidad: 50.89% y pagando 406.60
Tasa anual mínima posible es de 122% con rentabilidad: 40.08% y pagando 389.63",5000,122,147,0.1163,Canasta 2,2024-02-19,16:20,True,False,,
155783,"Tasa anual sugerida es de 147% con rentabilidad: 47.46% y pagando 731.88
Tasa anual mínima posible es de 132% con rentabilidad: 40.08% y pagando 711.03",9000,132,147,0.3471,Canasta 6,2024-02-19,16:20,False,False,2023-06-20 19:22:30,CHALCO
155783,"Tasa anual sugerida es de 147% con rentabilidad: 45.84% y pagando 650.56
Tasa anual mínima posible es de 137% con rentabilidad: 40.20% y pagando 636.36",8000,137,147,0.3471,Canasta 6,2024-02-19,16:20,False,False,2023-06-20 19:22:30,CHALCO
155783,"Tasa anual sugerida es de 147% con rentabilidad: 43.76% y pagando 569.24
Tasa anual mínima posible es de 142% con rentabilidad: 40.29% y pagando 561.58",7000,142,147,0.3471,Canasta 6,2024-02-19,16:20,False,False,2023-06-20 19:22:30,CHALCO
155783,"Tasa anual sugerida es de 147% con rentabilidad: 41.00% y pagando 487.92
Tasa anual mínima posible es de 147% con rentabilidad: 40.12% y pagando 486.27",6000,147,147,0.3471,Canasta 6,2024-02-19,16:20,False,False,2023-06-20 19:22:30,CHALCO
156091,"Tasa anual sugerida es de 147% con rentabilidad: 54.13% y pagando 731.88
Tasa anual mínima posible es de 115% con rentabilidad: 40.42% y pagando 692.90",9000,115,147,0.2882,Canasta 5,2024-02-19,16:20,False,False,,
156091,"Tasa anual sugerida es de 147% con rentabilidad: 52.52% y pagando 650.56
Tasa anual mínima posible es de 120% con rentabilidad: 40.52% y pagando 620.19",8000,120,147,0.2882,Canasta 5,2024-02-19,16:20,False,False,,
156091,"Tasa anual sugerida es de 147% con rentabilidad: 50.44% y pagando 569.24
Tasa anual mínima posible es de 127% con rentabilidad: 40.06% y pagando 546.42",7000,127,147,0.2882,Canasta 5,2024-02-19,16:20,False,False,,
156091,"Tasa anual sugerida es de 147% con rentabilidad: 47.67% y pagando 487.92
Tasa anual mínima posible es de 132% con rentabilidad: 40.33% y pagando 474.02",6000,132,147,0.2882,Canasta 5,2024-02-19,16:20,False,False,,
156091,"Tasa anual sugerida es de 147% con rentabilidad: 43.80% y pagando 406.60
Tasa anual mínima posible es de 142% con rentabilidad: 40.32% y pagando 401.13",5000,142,147,0.2882,Canasta 5,2024-02-19,16:20,False,False,,
156092,"Tasa anual sugerida es de 147% con rentabilidad: 57.33% y pagando 813.20
Tasa anual mínima posible es de 110% con rentabilidad: 40.19% y pagando 759.27",10000,110,147,0.2366,Canasta 4,2024-02-19,16:20,False,False,2023-06-23 19:11:59,CHALCO
156092,"Tasa anual sugerida es de 147% con rentabilidad: 56.04% y pagando 731.88
Tasa anual mínima posible es de 110% con rentabilidad: 40.15% y pagando 686.92",9000,110,147,0.2366,Canasta 4,2024-02-19,16:20,False,False,2023-06-23 19:11:59,CHALCO
156092,"Tasa anual sugerida es de 147% con rentabilidad: 54.43% y pagando 650.56
Tasa anual mínima posible es de 115% con rentabilidad: 40.25% y pagando 614.85",8000,115,147,0.2366,Canasta 4,2024-02-19,16:20,False,False,2023-06-23 19:11:59,CHALCO
156092,"Tasa anual sugerida es de 147% con rentabilidad: 52.35% y pagando 569.24
Tasa anual mínima posible es de 120% con rentabilidad: 40.31% y pagando 542.67",7000,120,147,0.2366,Canasta 4,2024-02-19,16:20,False,False,2023-06-23 19:11:59,CHALCO
156092,"Tasa anual sugerida es de 147% con rentabilidad: 49.58% y pagando 487.92
Tasa anual mínima posible es de 127% con rentabilidad: 40.05% y pagando 469.97",6000,127,147,0.2366,Canasta 4,2024-02-19,16:20,False,False,2023-06-23 19:11:59,CHALCO
156092,"Tasa anual sugerida es de 147% con rentabilidad: 45.70% y pagando 406.60
Tasa anual mínima posible es de 137% con rentabilidad: 40.05% y pagando 397.73",5000,137,147,0.2366,Canasta 4,2024-02-19,16:20,False,False,2023-06-23 19:11:59,CHALCO
156114,"Tasa anual sugerida es de 147% con rentabilidad: 57.33% y pagando 813.20
Tasa anual mínima posible es de 110% con rentabilidad: 40.19% y pagando 759.27",10000,110,147,0.22,Canasta 4,2024-02-19,16:20,False,False,2023-06-23 22:16:07,CHIMALHUACAN 2
156114,"Tasa anual sugerida es de 147% con rentabilidad: 56.04% y pagando 731.88
Tasa anual mínima posible es de 110% con rentabilidad: 40.15% y pagando 686.92",9000,110,147,0.22,Canasta 4,2024-02-19,16:20,False,False,2023-06-23 22:16:07,CHIMALHUACAN 2
156114,"Tasa anual sugerida es de 147% con rentabilidad: 54.43% y pagando 650.56
Tasa anual mínima posible es de 115% con rentabilidad: 40.25% y pagando 614.85",8000,115,147,0.22,Canasta 4,2024-02-19,16:20,False,False,2023-06-23 22:16:07,CHIMALHUACAN 2
156114,"Tasa anual sugerida es de 147% con rentabilidad: 52.35% y pagando 569.24
Tasa anual mínima posible es de 120% con rentabilidad: 40.31% y pagando 542.67",7000,120,147,0.22,Canasta 4,2024-02-19,16:20,False,False,2023-06-23 22:16:07,CHIMALHUACAN 2
156114,"Tasa anual sugerida es de 147% con rentabilidad: 49.58% y pagando 487.92
Tasa anual mínima posible es de 127% con rentabilidad: 40.05% y pagando 469.97",6000,127,147,0.22,Canasta 4,2024-02-19,16:20,False,False,2023-06-23 22:16:07,CHIMALHUACAN 2
156114,"Tasa anual sugerida es de 147% con rentabilidad: 45.70% y pagando 406.60
Tasa anual mínima posible es de 137% con rentabilidad: 40.05% y pagando 397.73",5000,137,147,0.22,Canasta 4,2024-02-19,16:20,False,False,2023-06-23 22:16:07,CHIMALHUACAN 2
158209,"Tasa anual sugerida es de 147% con rentabilidad: 55.43% y pagando 813.20
Tasa anual mínima posible es de 112% con rentabilidad: 40.46% y pagando 765.90",10000,112,147,0.3236,Canasta 5,2024-02-19,16:20,False,False,2023-07-13 18:59:32,TONALA
158209,"Tasa anual sugerida es de 147% con rentabilidad: 54.13% y pagando 731.88
Tasa anual mínima posible es de 115% con rentabilidad: 40.42% y pagando 692.90",9000,115,147,0.3236,Canasta 5,2024-02-19,16:20,False,False,2023-07-13 18:59:32,TONALA
158209,"Tasa anual sugerida es de 147% con rentabilidad: 52.52% y pagando 650.56
Tasa anual mínima posible es de 120% con rentabilidad: 40.52% y pagando 620.19",8000,120,147,0.3236,Canasta 5,2024-02-19,16:20,False,False,2023-07-13 18:59:32,TONALA
158209,"Tasa anual sugerida es de 147% con rentabilidad: 50.44% y pagando 569.24
Tasa anual mínima posible es de 127% con rentabilidad: 40.06% y pagando 546.42",7000,127,147,0.3236,Canasta 5,2024-02-19,16:20,False,False,2023-07-13 18:59:32,TONALA
158209,"Tasa anual sugerida es de 147% con rentabilidad: 47.67% y pagando 487.92
Tasa anual mínima posible es de 132% con rentabilidad: 40.33% y pagando 474.02",6000,132,147,0.3236,Canasta 5,2024-02-19,16:20,False,False,2023-07-13 18:59:32,TONALA
158209,"Tasa anual sugerida es de 147% con rentabilidad: 43.80% y pagando 406.60
Tasa anual mínima posible es de 142% con rentabilidad: 40.32% y pagando 401.13",5000,142,147,0.3236,Canasta 5,2024-02-19,16:20,False,False,2023-07-13 18:59:32,TONALA
158367,"Tasa anual sugerida es de 147% con rentabilidad: 43.08% y pagando 813.20
Tasa anual mínima posible es de 142% con rentabilidad: 40.03% y pagando 803.62",10000,142,147,0.5125,Canasta 7,2024-02-19,16:20,False,False,2023-07-14 22:35:53,IZTAPALAPA
158367,"Tasa anual sugerida es de 147% con rentabilidad: 41.79% y pagando 731.88
Tasa anual mínima posible es de 147% con rentabilidad: 40.04% y pagando 726.95",9000,147,147,0.5125,Canasta 7,2024-02-19,16:20,False,False,2023-07-14 22:35:53,IZTAPALAPA
158367,"Tasa anual sugerida es de 147% con rentabilidad: 40.17% y pagando 650.56
Tasa anual mínima posible es de 147% con rentabilidad: 40.17% y pagando 650.56",8000,147,147,0.5125,Canasta 7,2024-02-19,16:20,False,False,2023-07-14 22:35:53,IZTAPALAPA
158578,"No existe un intervalo factible, se rechaza el crédito
Su capacidad de pago no asegura tener una rentabilidad del 40%
El pago semanal mínimo es de 358.78 (con rentabilidad de -71.26%) y se tiene capacidad hasta 1280.4
La rentabilidad máx alcanzada es de 15.77% (con pago de 406.60) y se tiene como objetivo 40.0%",0,0,0,0.7713,Canasta 9,2024-02-19,16:20,False,False,2023-07-18 16:32:24,IZTAPALAPA
152566,"No existe un intervalo factible, se rechaza el crédito
Su capacidad de pago no asegura tener una rentabilidad del 40%
El pago semanal mínimo es de 358.78 (con rentabilidad de -39.37%) y se tiene capacidad hasta 560.0
La rentabilidad máx alcanzada es de 31.45% (con pago de 406.60) y se tiene como objetivo 40.0%",0,0,0,0.4444,Canasta 7,2024-02-19,16:20,True,False,,
154377,"No existe un intervalo factible, se rechaza el crédito
El pago mínimo necesario para tener una rentabilidad del 40% es de: 389.63",0,0,0,0.0853,Canasta 2,2024-02-19,16:20,False,False,,
158625,"Tasa anual sugerida es de 147% con rentabilidad: 61.63% y pagando 813.20
Tasa anual mínima posible es de 100% con rentabilidad: 40.37% y pagando 746.09",10000,100,147,0.0,Canasta 1,2024-02-19,16:20,False,False,2024-02-01 20:40:16,CHALCO
158625,"Tasa anual sugerida es de 147% con rentabilidad: 60.34% y pagando 731.88
Tasa anual mínima posible es de 100% con rentabilidad: 40.30% y pagando 675.03",9000,100,147,0.0,Canasta 1,2024-02-19,16:20,False,False,2024-02-01 20:40:16,CHALCO
158625,"Tasa anual sugerida es de 147% con rentabilidad: 58.72% y pagando 650.56
Tasa anual mínima posible es de 105% con rentabilidad: 40.38% y pagando 604.24",8000,105,147,0.0,Canasta 1,2024-02-19,16:20,False,False,2024-02-01 20:40:16,CHALCO
158625,"Tasa anual sugerida es de 147% con rentabilidad: 56.65% y pagando 569.24
Tasa anual mínima posible es de 110% con rentabilidad: 40.41% y pagando 533.34",7000,110,147,0.0,Canasta 1,2024-02-19,16:20,False,False,2024-02-01 20:40:16,CHALCO
158625,"Tasa anual sugerida es de 147% con rentabilidad: 53.88% y pagando 487.92
Tasa anual mínima posible es de 115% con rentabilidad: 40.09% y pagando 461.94",6000,115,147,0.0,Canasta 1,2024-02-19,16:20,False,False,2024-02-01 20:40:16,CHALCO
158625,"Tasa anual sugerida es de 147% con rentabilidad: 50.00% y pagando 406.60
Tasa anual mínima posible es de 127% con rentabilidad: 40.05% y pagando 390.97",5000,127,147,0.0,Canasta 1,2024-02-19,16:20,False,False,2024-02-01 20:40:16,CHALCO
158666,"Tasa anual sugerida es de 137% con rentabilidad: 51.93% y pagando 799.53
Tasa anual mínima posible es de 112% con rentabilidad: 40.46% y pagando 765.90",10000,112,137,0.3367,Canasta 5,2024-02-19,16:20,False,False,2023-10-30 19:12:06,IXTAPALUCA
158666,"Tasa anual sugerida es de 147% con rentabilidad: 54.13% y pagando 731.88
Tasa anual mínima posible es de 115% con rentabilidad: 40.42% y pagando 692.90",9000,115,147,0.3367,Canasta 5,2024-02-19,16:20,False,False,2023-10-30 19:12:06,IXTAPALUCA
158666,"Tasa anual sugerida es de 147% con rentabilidad: 52.52% y pagando 650.56
Tasa anual mínima posible es de 120% con rentabilidad: 40.52% y pagando 620.19",8000,120,147,0.3367,Canasta 5,2024-02-19,16:20,False,False,2023-10-30 19:12:06,IXTAPALUCA
158666,"Tasa anual sugerida es de 147% con rentabilidad: 50.44% y pagando 569.24
Tasa anual mínima posible es de 127% con rentabilidad: 40.06% y pagando 546.42",7000,127,147,0.3367,Canasta 5,2024-02-19,16:20,False,False,2023-10-30 19:12:06,IXTAPALUCA
158666,"Tasa anual sugerida es de 147% con rentabilidad: 47.67% y pagando 487.92
Tasa anual mínima posible es de 132% con rentabilidad: 40.33% y pagando 474.02",6000,132,147,0.3367,Canasta 5,2024-02-19,16:20,False,False,2023-10-30 19:12:06,IXTAPALUCA
158666,"Tasa anual sugerida es de 147% con rentabilidad: 43.80% y pagando 406.60
Tasa anual mínima posible es de 142% con rentabilidad: 40.32% y pagando 401.13",5000,142,147,0.3367,Canasta 5,2024-02-19,16:20,False,False,2023-10-30 19:12:06,IXTAPALUCA
158696,"Tasa anual sugerida es de 147% con rentabilidad: 50.44% y pagando 569.24
Tasa anual mínima posible es de 127% con rentabilidad: 40.06% y pagando 546.42",7000,127,147,0.28,Canasta 5,2024-02-19,16:20,False,False,2023-07-19 23:56:47,NEZAHUALCOYOTL 2
158696,"Tasa anual sugerida es de 147% con rentabilidad: 47.67% y pagando 487.92
Tasa anual mínima posible es de 132% con rentabilidad: 40.33% y pagando 474.02",6000,132,147,0.28,Canasta 5,2024-02-19,16:20,False,False,2023-07-19 23:56:47,NEZAHUALCOYOTL 2
158696,"Tasa anual sugerida es de 147% con rentabilidad: 43.80% y pagando 406.60
Tasa anual mínima posible es de 142% con rentabilidad: 40.32% y pagando 401.13",5000,142,147,0.28,Canasta 5,2024-02-19,16:20,False,False,2023-07-19 23:56:47,NEZAHUALCOYOTL 2
154794,"Tasa anual sugerida es de 147% con rentabilidad: 43.80% y pagando 406.60
Tasa anual mínima posible es de 142% con rentabilidad: 40.32% y pagando 401.13",5000,142,147,0.3349,Canasta 5,2024-02-19,16:20,False,False,2024-01-10 14:40:06,IXTAPALUCA
154795,"No existe un intervalo factible, se rechaza el crédito
Su capacidad de pago no asegura tener una rentabilidad del 40%
El pago semanal mínimo es de 358.78 (con rentabilidad de -71.26%) y se tiene capacidad hasta 1844.0
La rentabilidad máx alcanzada es de 15.77% (con pago de 406.60) y se tiene como objetivo 40.0%",0,0,0,0.6876,Canasta 9,2024-02-19,16:20,False,False,2024-01-10 14:39:32,IXTAPALUCA
155073,"No existe un intervalo factible, se rechaza el crédito
Su capacidad de pago no asegura tener una rentabilidad del 40%
El pago semanal mínimo es de 358.78 (con rentabilidad de -77.78%) y se tiene capacidad hasta 1813.6
La rentabilidad máx alcanzada es de 12.56% (con pago de 406.60) y se tiene como objetivo 40.0%",0,0,0,0.5232,Canasta 8,2024-02-19,16:20,False,False,2023-12-28 20:57:58,TLAHUAC
155116,"Tasa anual sugerida es de 147% con rentabilidad: 48.75% y pagando 813.20
Tasa anual mínima posible es de 127% con rentabilidad: 40.08% y pagando 785.98",10000,127,147,0.3747,Canasta 6,2024-02-19,16:20,False,False,2024-01-10 14:40:32,IXTAPALUCA
155116,"Tasa anual sugerida es de 147% con rentabilidad: 47.46% y pagando 731.88
Tasa anual mínima posible es de 132% con rentabilidad: 40.08% y pagando 711.03",9000,132,147,0.3747,Canasta 6,2024-02-19,16:20,False,False,2024-01-10 14:40:32,IXTAPALUCA
155116,"Tasa anual sugerida es de 147% con rentabilidad: 45.84% y pagando 650.56
Tasa anual mínima posible es de 137% con rentabilidad: 40.20% y pagando 636.36",8000,137,147,0.3747,Canasta 6,2024-02-19,16:20,False,False,2024-01-10 14:40:32,IXTAPALUCA
155116,"Tasa anual sugerida es de 147% con rentabilidad: 43.76% y pagando 569.24
Tasa anual mínima posible es de 142% con rentabilidad: 40.29% y pagando 561.58",7000,142,147,0.3747,Canasta 6,2024-02-19,16:20,False,False,2024-01-10 14:40:32,IXTAPALUCA
155116,"Tasa anual sugerida es de 147% con rentabilidad: 41.00% y pagando 487.92
Tasa anual mínima posible es de 147% con rentabilidad: 40.12% y pagando 486.27",6000,147,147,0.3747,Canasta 6,2024-02-19,16:20,False,False,2024-01-10 14:40:32,IXTAPALUCA
151755,"Tasa anual sugerida es de 117% con rentabilidad: 50.09% y pagando 694.10
Tasa anual mínima posible es de 100% con rentabilidad: 40.38% y pagando 672.67",9000,100,117,0.1402,Canasta 2,2024-02-19,16:20,False,False,2023-09-04 17:26:58,CHIMALHUACAN 2
151755,"Tasa anual sugerida es de 147% con rentabilidad: 59.61% y pagando 650.56
Tasa anual mínima posible es de 105% con rentabilidad: 40.46% y pagando 602.13",8000,105,147,0.1402,Canasta 2,2024-02-19,16:20,False,False,2023-09-04 17:26:58,CHIMALHUACAN 2
151755,"Tasa anual sugerida es de 147% con rentabilidad: 57.53% y pagando 569.24
Tasa anual mínima posible es de 110% con rentabilidad: 40.47% y pagando 531.49",7000,110,147,0.1402,Canasta 2,2024-02-19,16:20,False,False,2023-09-04 17:26:58,CHIMALHUACAN 2
151755,"Tasa anual sugerida es de 147% con rentabilidad: 54.76% y pagando 487.92
Tasa anual mínima posible es de 115% con rentabilidad: 40.14% y pagando 460.34",6000,115,147,0.1402,Canasta 2,2024-02-19,16:20,False,False,2023-09-04 17:26:58,CHIMALHUACAN 2
151755,"Tasa anual sugerida es de 147% con rentabilidad: 50.89% y pagando 406.60
Tasa anual mínima posible es de 122% con rentabilidad: 40.08% y pagando 389.63",5000,122,147,0.1402,Canasta 2,2024-02-19,16:20,False,False,2023-09-04 17:26:58,CHIMALHUACAN 2
